index,Prompt,Generated Response,Expected Misconception
461,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( n+5 \)
ConstructName: Prove statements involving multiples
QuestionText: Which of the following expressions is always a multiple of \( 5 \) if \( n \) is a positive integer.",The correct answer should be \( 5n \).,Believes adding b to any integer gives a multiple of b
274,"Instruction: Why is the given answer wrong under such circumstances?
answer: \(\bigstar =+6 \)
ConstructName: Complete the square for expressions that end up in the form (x + a)² + b
QuestionText: \( m^{2}+6 m+1 \equiv(m \bigstar )^{2} \triangle \)",\(\bigstar = -3\),"When completing the square, believes the constant in the bracket is the coefficient of x"
530,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( \frac{10 y}{x^{2}(x-3)} \)
ConstructName: Multiply algebraic fractions where the numerators and denominators involve linear expressions
QuestionText: Write this as a single fraction as simply as possible: \( \frac{5}{x-3} \times \frac{x^{2}}{2 y} \)",The given answer should be simplified further to \( \frac{5x^2}{2y(x-3)} \).,when multiplying fractions multiplies by the reciprocal of the 2nd fraction instead
1967,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 5 \)
ConstructName: Understand the relationship between parts of a ratio
QuestionText: Kate and Isaac share some biscuits in the ratio \( 1: 4 \). Isaac has  \( _____ \) times as many biscuits as Kate.
What number completes the sentence?",\( 4 \),Does not understand that in a ratio 1:n that one part of the ratio would be n times bigger than the one part
1309,"Instruction: Why is the given answer wrong under such circumstances?
answer: Only Katie
ConstructName: Understand the terms equilateral and regular, and recognise the notation for regular polygons
QuestionText: Tom and Katie are discussing regular polygons Tom says this is a regular polygon: ![A rhombus]() Katie says this is a regular polygon: ![A rectangle]() Who is correct?","The given answer ""Only Katie"" is incorrect because both a rhombus and a rectangle can be regular polygons under specific conditions. A rhombus is a regular polygon if all its sides are equal, which is not true in the given example. A rectangle is a regular polygon if all its sides are equal, which is also not true in the given example. Therefore, neither Tom nor Katie is entirely correct without additional information about the lengths of their sides.",Thinks that only the angles need to be the same for a polygon to be regular
315,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( p=\frac{1}{4} \)
ConstructName: Solve one-step linear equations requiring multiplication or division, involving positive fractions
QuestionText: Solve the equation:

\(
3 p=\frac{1}{12}
\)",The given answer is incorrect. The correct solution to the equation \( 3p = \frac{1}{12} \) is \( p = \frac{1}{36} \).,"When solving an equation, uses the same operation rather than the inverse."
309,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 0 \)
ConstructName: Identify or mark lines of symmetry on a shape
QuestionText: ![A rectangle]() How many lines of symmetry does this shape have?","The given answer is wrong under such circumstances because a rectangle has two lines of symmetry, not zero.",Cannot identify a line of symmetry in a simple shape
2793,"Instruction: Why is the given answer wrong under such circumstances?
answer: Both Tom and Katie
ConstructName: Sort and class quadrilaterals into hierarchical families
QuestionText: Tom and Katie are discussing this shape
Tom says it is a parallelogram
Katie says it is a rhombus
Who do you agree with? ![Pink parallelogram with parallel sides labelled]()","The given answer ""Both Tom and Katie"" is wrong under such circumstances. According to the description, Tom identifies the shape as a parallelogram, which is a specific type of quadrilateral where both pairs of opposite sides are parallel. Katie identifies it as a rhombus, which is a type of parallelogram where all four sides are of equal length. Since a rhombus is a subset of a parallelogram, only one person can be correct in this case. Therefore, you should agree with either Tom or Katie, but not both.",Does not remember that a rhombus has equal sides
3926,"Instruction: Why is the given answer wrong under such circumstances?
answer: This is not an angle
ConstructName: Use a protractor to measure angles between 90° and 180°
QuestionText: What is the size of this angle? ![An image of a protractor. There is a red line going from the middle to 0/180 and another line from the middle to in between 160/20 and 170/10. ]()","The given answer ""This is not an angle"" is wrong because the question provides an image of a protractor with two lines indicating an angle measurement. The presence of the protractor and the labeled lines clearly indicate that the angle needs to be measured, not disregarded as an angle.",Thinks angles can only be measured when one line is horizontal
3621,"Instruction: Why is the given answer wrong under such circumstances?
answer: Need more information
ConstructName: Solve two-step linear equations, with the variable on one side, with all positive integers
QuestionText: \( a, b \) and \( c \) are different numbers
\(
\frac{a}{b+c}=a \div(b+c)
\)
Is the above relationship...","The given answer ""Need more information"" is wrong because it does not address why the provided equation needs clarification or what specific information is lacking to solve the problem. The equation \(\frac{a}{b+c} = a \div (b+c)\) can be simplified and solved for specific values of \(a\), \(b\), and \(c\) without needing additional information.",Does not understand that the numerator and denominator of fractions represent groupings and have the same order of priority as brackets
4182,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 47 \times 2 \)
ConstructName: Understand the notation for powers
QuestionText: To calculate \( 47^{2} \) you need to do...",\( 47^2 \),Multiplies by the index
3613,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 4 \)
ConstructName: Identify or mark lines of symmetry on a shape
QuestionText: ![A rectangle]() How many lines of symmetry does this shape have?","The correct answer should be ""2"" as a rectangle has one line of symmetry that passes through the midpoints of the opposite sides horizontally, and another line of symmetry that passes through the midpoints of the opposite sides vertically.",Thinks rectangles have line symmetry in the diagonals 
3999,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( y=-8 \)
ConstructName: Substitute a solution back into the remaining equation and find the second solution
QuestionText: Nick has almost solved a pair of simultaneous equations.
He just needs to find the value of \( y \).
He writes down:
\[
3-y=5
\]

What is the correct value of \( y \) ?",The correct value of \( y \) is \( y = -2 \).,"When solving an equation, uses the same operation rather than the inverse."
3976,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 84 \mathrm{~cm}^{2} \)
ConstructName: Calculate the area of a parallelogram where the dimensions are given in the same units
QuestionText: What is the area of the parallelogram? ![A parallelogram with length 7cm, perpendicular height (marked by a right angle) 3cm, and slanted height 4cm. Not to scale]()","The given answer is incorrect under such circumstances. The correct area of the parallelogram should be calculated using the base and the perpendicular height, which is \(7 \text{ cm} \times 3 \text{ cm} = 21 \text{ cm}^2\).",Multiplies all given dimensions when calculating an area
239,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( h=\frac{1}{2}(b \times A) \)
ConstructName: Rearrange formulae to change the subject where the subject appears once and two steps are needed
QuestionText: The formula for the area of a triangle, \( A \), is
\(A=\frac{1}{2}(b \times h)\)

Rearrange this to make the height, \( h \), the subject. ![An image of a triangle with the base labelled b and the perpendicular height h.]()","The given answer is incorrect because it does not correctly rearrange the formula to solve for \( h \). The correct rearranged formula should be:

\[ h = \frac{2A}{b} \]","When solving an equation, uses the same operation rather than the inverse."
1220,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( \bigstar=-3 \)
ConstructName: Complete the square for expressions that end up in the form a(x + b)² + c
QuestionText: When Sarah completes the square, what should replace the star? \( 2 g^{2}-6 g-5 \equiv 2(g  \bigstar)^{2} \triangle \)","The correct answer should be:
\( \bigstar = -\frac{3}{2} \)","When completing the square, believes that a is always half the x-coefficient. "
677,"Instruction: Why is the given answer wrong under such circumstances?
answer: Only
Tom
ConstructName: Raise a positive integer to a positive integer power
QuestionText: Tom and Katie are arguing about powers.
\( m \) and \( n \) are integers

Tom says there is no value of \( m \) that means \( 2^{m} \) ends in \( 0 \).
Katie says there is no value of \( n \) that means \( 5^{n} \) ends in \( 0 \).
Who is correct?","Both Tom and Katie are incorrect. The correct values for \( m \) and \( n \) that make the number end in 0 are any positive integer, because any power of 2 or 5 will eventually result in a number ending in 0 when multiplied together with other factors (since the last digit of the product will always be influenced by the presence of 2 and 5).",Assumes a fact without considering enough examples
17,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 801,426 \)
ConstructName: Find another power of 10 less than a given number
QuestionText: What number is \( 10,000 \) less than \( 901,426 \) ?","The given answer is incorrect. The correct answer should be \( 891,426 \).","When subtracting a power of 10, subtracts from the wrong column"
1180,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 0.830 \)
ConstructName: Select the correct answer to an iteration question to the required degree of accuracy
QuestionText: The area of the rectangle on the right is \( 8 \mathrm{~cm}^{2} \).

To find the value of \( x \), Sally uses:
\(x_{n+1}=\frac{8}{9}-\frac{x^{3}{ }_{n}}{9}\)

If \( x_{0}=0 \), what is the value of \( x \) to \( 3 \) decimal places? ![A rectangle with the base labelled x and the perpendicular height labelled x^2 + 9]()","The given answer \(0.830\) is incorrect for the provided iteration sequence starting at \(x_0 = 0\).

The correct value of \(x\) to 3 decimal places is approximately \(0.836\).",Stops iteration too early when solving equations
937,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 3.75 \mathrm{~cm} \)
ConstructName: Solve length problems involving similar shapes where the missing length is the shorter one
QuestionText: These two shapes are similar (not drawn to scale).
What should replace the star? ![Two scalene triangles. The bigger one has sides 9 cm and 7.5 cm. On the smaller triangle, the side corresponding to the 9 cm is 6 cm, and the side corresponding to the 7.5 cm is marked with a star.]()",The correct answer should be \( 5 \mathrm{~cm} \).,Doubles side length for similar shape instead of using correct scale factor
2328,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 6 \)
ConstructName: Calculate the area of a trapezium where the dimensions are given in different units
QuestionText: What should replace the star to calculate the area of this trapezium?
 Area \( =\frac{90+40}{2} \times \) \(\color{gold}\bigstar\)
 ![Trapezium with parallel sides of lengths 90mm and 40mm. The length of one slanted side is 6cm and the perpendicular height is 5cm.]()",The correct answer should be 115 instead of \(6\).,Uses slant height instead of perpendicular height to find area of a trapezium
3941,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 80 \)
ConstructName: Round the elements of a calculation to one significant figure to perform an estimation
QuestionText: Julie wants to estimate the answer to this calculation by rounding each number to \( 1 \) significant figure.

\[
87.4 \times 0.3727
\]

What number should replace \( \mathbf{8 7 . 4} \) in her estimation?",\( 90 \),Rounds down instead of up
2764,"Instruction: Why is the given answer wrong under such circumstances?
answer: Both Tom and Katie
ConstructName: Given an equation, form  or identify related equations
QuestionText: Tom and Katie are discussing this equation:
\[
x+y=12
\] Tom uses the equation to write:
\[
3 x+3 y=36
\] Katie uses the equation to write:
\[
x+2 y=24
\] Who has written a related linear equation?",Katie,Does not understand that when multiplying both sides of an equation by an amount every term must be multiplied by the same amount
4270,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 1 \frac{2}{0} \)
ConstructName: Subtract fractions involving mixed number fractions with the same denominator
QuestionText: \( 2 \frac{4}{5}-1 \frac{2}{5}= \) Leave your answer as a mixed number",The given answer \( 1 \frac{2}{0} \) is wrong because division by zero is undefined in mathematics.,"When subtracting fractions, subtracts the numerators and denominators"
2478,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( y=2-2 x \)
ConstructName: Identify parallel lines with at least one equation written in another form
QuestionText: Which of the following lines is not parallel to
\[
y=-2 x+7 \text { ? }
\]","The given answer \( y = 2 - 2x \) can be rewritten as \( y = -2x + 2 \). This line has a slope of \(-2\) which is the same as the slope of \( y = -2x + 7 \), but it does not have the same y-intercept (7). Therefore, the correct answer should be \( y = -2x + 2 \) rather than just \( y = -2x + 2 \).","When given the equation of a straight line, believes the first term always gives the gradient, even when the first term is actually c"
3162,"Instruction: Why is the given answer wrong under such circumstances?
answer: Subtract Pair \( 1 \)
Add Pair \( 2 \)
ConstructName: Recognise whether you need to add or subtract linear equations in order to eliminate a variable
QuestionText: What do you need to do to eliminate the \( q s \) in each of these pairs of simultaneous equations?
 Pair \( 1 \)
\(
\begin{array}{l}
5 p+2 q=12 \\
3 p+2 q=8
\end{array}
\) Pair \( 2 \)
\(
\begin{array}{l}
5 p-2 q=12 \\
3 p-2 q=8
\end{array}
\)","The given answer is wrong because it suggests ""Subtract Pair \(1\)"" and ""Add Pair \(2\)"", which does not correctly address how to eliminate a variable in the given equations. For Pair \(1\), subtracting the equations would not eliminate \(q\); instead, adding them would eliminate \(q\). Similarly, for Pair \(2\), adding the equations would not eliminate \(q\); instead, subtracting them would eliminate \(q\).","Believes that when eliminating a variable, if the signs of the terms with matching coefficients are the same, we do the operation inverse to the sign (- if positive, + if negative)"
151,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( -3 \geq n \)
ConstructName: Solve linear inequalities in one variable where the unknown appears on boths sides of the equation
QuestionText: Solve
\[
3 n+2 \geq 4 n-5
\]","The given answer \( -3 \geq n \) is incorrect for the inequality \( 3n + 2 \geq 4n - 5 \). The correct solution involves isolating \( n \) on one side of the inequality. The steps to solve this correctly would be:

1. Subtract \( 3n \) from both sides:
   \[ 2 \geq n - 5 \]

2. Add 5 to both sides:
   \[ 7 \geq n \]
   
   Or equivalently,
   \[ n \leq 7 \]

So, the correct answer should be \( n \leq 7 \).","When solving an equation, uses the same operation rather than the inverse."
705,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 82 \% \)
ConstructName: Express one quantity as a percentage of another mentally
QuestionText: What is \( 8 \) out of \( 20 \) as a percentage?",The given answer is incorrect. The correct answer should be \( 40\% \).,Converts a fraction to a percentage by writing the numerator followed by the denominator
2067,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 224 \)
ConstructName: Complete multi-step mental calculations
QuestionText: What is the value of:
\(
\frac{54+58}{2}
\)",The correct answer is \( 56 \).,Multiplies rather than divides
903,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 0.36 \)
ConstructName: Divide decimals by 100
QuestionText: \( 3.06 \div 100= \)",The correct answer should be \( 0.0306 \).,Does not understand the value of zeros as placeholders
505,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( -4 \)
ConstructName: Solve quadratic equations using the quadratic formula where the coefficient of x² is 1 
QuestionText: Vera wants to solve this equation using the quadratic formula.
\(
h^{2}+4=5 h
\)

What should replace the star? \( \frac{ \bigstar\pm \sqrt{?-?}}{?} \)","The correct answer should be:
\( \frac{-4 \pm \sqrt{(-4)^2-4*1*1}}{2*1} \)

The given answer \( -4 \) is incorrect because it does not include the quadratic formula step that involves the discriminant and the square root calculation.","When using the formula to solve a quadratic equation, believes that a, b and c are always taken from the 1st, 2nd and 3rd terms, respectively, of the quadratic. "
2077,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 3 \)
ConstructName: Convert between cl and l
QuestionText: \[
30 \text { centilitres }=\bigstar \text { litres }
\]
What should replace the star?",\( 0.3 \),Thinks there are 10cl in a litre
843,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 10 \times 12 \)
ConstructName: Round decimals to the nearest whole number
QuestionText: Jane measures the length and width of her rectangular classroom as \( 9.1 \mathrm{~m} \) and \( 11.7 \mathrm{~m} \).
Which calculation will give the best estimate of the area?","The given answer is wrong under such circumstances because the correct calculation for the area should use the rounded values of the dimensions to the nearest whole number. The correct calculation would be \( 10 \times 12 = 120 \). Using the original measurements directly in the multiplication gives \( 9.1 \times 11.7 = 106.47 \), which is a more accurate estimate of the area compared to the given answer.",Rounds every number up when estimating
2251,"Instruction: Why is the given answer wrong under such circumstances?
answer: Kaci: \( 10 \times 6+4 \times 6 \)
ConstructName: Calculate compound area involving just rectangles and squares, where the dimensions are given in the same units
QuestionText: Paige, Kaci and David want to find the area of the school playground. They each do it a different way. Who is correct? ![A compound shape made up of two rectangles.  Dimensions are 6 metres by 12 metres and also 4 metres by 8 metres. Two sides do not have measurements so need to be deduced]()","The given answer is wrong because it does not provide any context or calculation for Paige, Kaci, and David's methods. It should include an example or explanation of how Paige, Kaci, or David might have calculated the area based on the given compound shape.",Cannot identify the correct side lengths to use when asked to find the area of a face
1281,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( £ 15 \)
ConstructName: Substitute into simple formulae given in words
QuestionText: A theme park charges \( £ 8 \) entry fee and then \( £ 3 \) for every ride you go on.
Heena goes on \( 5 \) rides.
How much does she pay in total?","The given answer is wrong under such circumstances because it only provides the amount for one ride, which is \( £ 3 \). The correct total amount Heena should pay includes both the entry fee and the cost of the rides she went on. Therefore, the total amount Heena pays is \( £ 8 \) (entry fee) + \( £ 3 \times 5 \) (cost of 5 rides) = \( £ 23 \).",Does not add on the constant in a worded substitution problem
538,"Instruction: Why is the given answer wrong under such circumstances?
answer: ![A sequence of 4 patterns. The first pattern is 1 green dot. The second pattern is green dots arranged in a 2 by 2 square shape. The third pattern is green dots arranged in a 3 by 3 square shape. The fourth pattern is green dots arranged in a 4 by 4 square shape. ]()
ConstructName: Count a number of objects
QuestionText: \[
1,3,5,7, \ldots ?
\]

Which pattern matches the sequence above?","The provided answer does not match the sequence described in the question. The sequence \(1, 3, 5, 7, \ldots\) represents the pattern of odd numbers. Each number in the sequence is an odd number starting from 1. The patterns given show different arrangements of green dots corresponding to square numbers (1, 4, 9, 16, etc.), not odd numbers.","When given a linear sequence, cannot match it to a visual pattern"
2101,"Instruction: Why is the given answer wrong under such circumstances?
answer: DCCCC
ConstructName: Can write Roman numerals between 100 and 1000
QuestionText: Which of the following is the correct way to write \( 900 \) using Roman numerals?","The correct Roman numeral for 900 is CM, not DCCCC.",Writes four symbols after rather than one before in Roman numerals
3233,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 0.333 \ldots \)
ConstructName: Divide two decimals with the same number of decimal places
QuestionText: \( 0.9 \div 0.3= \)",The given answer is incorrect. The correct answer should be 3.,Believes division is commutative 
3689,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 118\degree\)
ConstructName: Find missing angles in a scalene triangle
QuestionText: What is the size of angle \( k \) ? ![A triangle with one angle of 40 degrees. One angle of 32 degrees and the third angle is labelled k. ]()","The given answer is wrong under such circumstances because the sum of the interior angles of any triangle is always \(180^\circ\). Given two angles of \(40^\circ\) and \(32^\circ\), the calculation for the third angle \(k\) should be:

\[ k = 180^\circ - (40^\circ + 32^\circ) = 180^\circ - 72^\circ = 108^\circ \]

Therefore, the correct size of angle \(k\) is \(108^\circ\).","When “borrowing” during a subtraction problem, does not subtract one from the preceding digit"
2648,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( -2 \)
ConstructName: Complete missing number mental subtraction problems up to 100
QuestionText: What should replace the star?
\[
\bigstar-26=28
\]",The correct answer should be \(54\).,"When solving a problem that requires an inverse operation (e.g. missing number problems), does the original operation"
2298,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 0.825 \)
ConstructName: Select the correct answer to an iteration question to the required degree of accuracy
QuestionText: The area of the rectangle on the right is \( 8 \mathrm{~cm}^{2} \).

To find the value of \( x \), Sally uses:
\(x_{n+1}=\frac{8}{9}-\frac{x^{3}{ }_{n}}{9}\)

If \( x_{0}=0 \), what is the value of \( x \) to \( 3 \) decimal places? ![A rectangle with the base labelled x and the perpendicular height labelled x^2 + 9]()","The given answer is wrong. The iteration formula provided does not correctly represent the relationship between the area of the rectangle and the value of \( x \). The area of the rectangle is given as \( 8 \mathrm{~cm}^{2} \), where one side is \( x \) and the other side is \( x^2 + 9 \). Therefore, the equation should be \( x(x^2 + 9) = 8 \), which simplifies to \( x^3 + 9x - 8 = 0 \). The correct iteration formula should reflect this cubic equation, not the one given.",Stops iteration too early when solving equations
3936,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 7 x+y \)
ConstructName: Simplify algebraic expressions to maintain equivalence by collecting like terms involving just two linear variables
QuestionText: Simplify the following expression by collecting
like terms
\(6 x-2 y-x+3 y\)",The given answer is wrong because it does not simplify the expression correctly. The correct simplified form of the expression \(6x - 2y - x + 3y\) is \(5x + y\).,"When collecting like terms, assigns positivity or negativity incorrectly."
3650,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( -9 \)
ConstructName: Solve one-step linear equations requiring multiplication or division, with all positive integers
QuestionText: Isaac is solving an equation. This is the left-hand side of two lines of working from Isaac's book. Isaac always records what operation he has done to both sides of the equation.

What operation should replace the star? ![A diagram showing the change from the equations 9y = to y = represented by a gold star]()","The given answer \( -9 \) is incorrect for the question provided.

The correct operation that should replace the star is division by 9, not subtraction of 9. The equation starts as \( 9y = \) and needs to be divided by 9 to isolate \( y \).","When solving an equation, subtracts instead of dividing"
2167,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 35-7 \)
ConstructName: Identify that a problem needs to be solved using addition
QuestionText: Which of the following calculations would solve this problem?
Harvey is monitoring the growth of his plant. The plant was \( 35 \mathrm{~cm} \) tall. It grew \( 7 \mathrm{~cm} \) more.
How tall is the plant now?","The given answer is wrong because it represents subtraction (\(35 - 7\)), while the problem requires addition to find the current height of the plant after its growth. The correct calculation should be \(35 + 7\).",Subtracts instead of adds when answering worded problems 
4332,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( -3.5<x<1.5 \)
ConstructName: Solve linear inequalities involving two inequality signs
QuestionText: What is the solution to the following inequality?
\(
-5<2 x+1<5
\)","The given answer \( -3.5 < x < 1.5 \) is incorrect for the inequality \(-5 < 2x + 1 < 5\).

Correct Solution:
To solve \(-5 < 2x + 1 < 5\), first subtract 1 from all parts of the inequality:
\[
-6 < 2x < 4
\]
Then divide all parts by 2:
\[
-3 < x < 2
\]

So the correct solution is \( -3 < x < 2 \).",Does not reverse the order of operations when solving an equation
544,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 20000 \)
ConstructName: Recognise the place value of each digit in integers
QuestionText: What is the value of the \( 2 \) in the number below?
\(
12030
\)",The given answer is incorrect. The correct value of the \( 2 \) in the number \( 12030 \) is \( 2000 \).,"When asked for the value of a digit, gives an answer 10 times too big"
1864,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 700.04 \)
ConstructName: Divide two decimals with a different number of decimal places
QuestionText: \( 70.04 \div 0.1= \)",The correct answer should be \( 7004 \).,"When dividing decimals, does not realize that the order and position of the digits (relative to each other) has to remain constant."
1017,"Instruction: Why is the given answer wrong under such circumstances?
answer: Protractor 
Compass
ConstructName: Construct a triangle using Side-Angle-Side
QuestionText: Which combination of mathematical instruments has been used to construct this triangle? ![Constructed triangle with two sides and an angle labelled]()","The given answer ""Protractor Compass"" is incorrect because a protractor is used for measuring angles, not for constructing triangles. The correct combination of mathematical instruments for constructing a triangle using the Side-Angle-Side (SAS) method is a ruler (or straightedge) and a compass.",Forgets you need a ruler to measure lengths
